source_id,RA,DEC,Type,Period,A1,A1_error,A2,A2_error,A3,A3_error,Phi21,Phi21_error,Phi31,Phi31_error,Fe_H,Fe_H_error,E_BV,E_BV_error,Distance_modulus,Distance_modulus_error,NA
4062581562109525632,269.4866219183868,-28.742723016107657,RRab,0.4737697282446719,0.11933668,0.0017291605,0.01855956,0.002125174,0.009892727,0.0025527712,3.7163496,0.19863927,1.4091418,0.24179171,-1.6748286997579291,0.4154721111377252,1.0812,0.0418,11.76005983593222,0.8741613009262348,
4062468621768558208,270.5317977707773,-28.671702496137463,RRab,0.3625030115340566,0.28880242,0.0502065,0.20219232,0.09392273,0.15776253,0.080031715,3.5088596,0.43313593,0.27254313,1.4244658,-2.125701171814014,1.397148772290011,0.8079,0.0286,15.089584928107923,1.1870248846223477,
4063204573036833536,270.66880415291524,-27.04748987287475,RRab,0.4720396783630911,0.14459333,0.0108641675,0.084202796,0.013687979,0.04808648,0.007585279,4.577134,0.15791278,3.0626085,0.37251484,-0.1109682249151554,0.5622516025558477,2.51,0.0677,11.932787102976246,0.6379613878429911,
4062397084851242368,270.94495756354155,-29.065078366717337,RRab,0.4397750232216367,0.17559719,0.0037261231,0.07139504,0.0056868084,0.027393624,0.004126109,4.6334133,0.08477858,3.2380667,0.26225737,0.2330313191199163,0.4877391936314099,0.7809,0.0502,14.890480830646425,0.5776196808950337,
4042881788429413376,270.94892949207866,-32.77751273710098,RRab,0.4258975687681158,0.11199554,0.0025064475,0.02994713,0.0025487195,0.011645231,0.003450931,4.4273787,0.10275808,2.561826,0.3728282,-0.3256150666630429,0.5253718819914553,0.6458,0.0289,13.569707418665653,0.6106797882867053,
4049989302163990016,271.2859909032787,-30.304711175362648,RRab,0.4853554294971714,0.13410607,0.0033682066,0.0382143,0.0030788379,0.018503217,0.0047843265,4.5151434,0.105521485,2.9489238,0.12581739,-0.2917342617093011,0.4446522475637889,0.7475,0.0302,14.352092593278604,0.5841070196449464,
4049896981837486848,271.3838204231236,-30.732706196852167,RRab,0.4089008300452267,0.28090018,0.018332569,0.11698793,0.013164991,0.03771686,0.01707907,4.101079,0.095301524,1.9523863,0.24045813,-0.8041564847510082,0.4220118220934146,0.701,0.0221,14.69017681573028,0.6672673395857404,
4042813206410619392,271.81359940773586,-32.44157196784978,RRab,0.4417831241495114,0.18642338,0.008737354,0.065413564,0.008048525,0.03359675,0.0075721517,4.5733676,0.15829197,2.6871727,0.26759598,-0.2959540010297877,0.4847991617259984,0.6047,0.0254,14.389891920288342,0.5937221862670242,
4050139419878108928,272.0058828570726,-29.520512477887777,RRab,0.4736136529765272,0.17631117,0.0014667594,0.0567623,0.0020155315,0.015718695,0.0018722429,4.589197,0.033931997,2.584321,0.10251452,-0.5692940340197258,0.4053667199870635,0.6364,0.0343,15.057106929525526,0.6257289631041498,
4050766725570896512,272.33496126632986,-28.53475981294613,RRab,0.4521400114411742,0.19082503,0.009908298,0.053040326,0.011865251,0.027006656,0.0045243623,4.5440936,0.119756766,3.015384,0.40703636,-0.0449161034985169,0.585195515287112,0.6739,0.0431,14.443791108979584,0.6124729672346646,
4064557904256241408,272.9006976646897,-26.555647012578724,RRab,0.4306094392048158,0.17998058,0.009745895,0.076394565,0.010633473,0.04675906,0.01864768,4.4229918,0.21599552,2.3938897,0.32296348,-0.5096260695867277,0.4915660374138709,0.8309,0.0227,14.061083899484284,0.6098139292493377,
4065350888345052928,273.46369830723086,-25.04479873081548,RRab,0.3824845693246791,0.31804276,0.0072970283,0.15619199,0.010214782,0.07091403,0.0070590856,4.1197605,0.06867126,2.1996224,0.16226754,-0.4251443037519692,0.4022516182381825,1.0504,0.0475,13.623113005050552,0.6079171709870852,
